path,type,reason,replacement_or_canonical_file,safe_to_delete,notes
logs/summary_test/exp07_vit_lr5e5_bs32_test.log,log,pre-radial era artifact for exp07,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1174, AbsRel=0.4755, δ1=0.4731"
logs/summary_train/exp12_echodiff_lr5e5_bs32.log,log,pre-radial era artifact for exp12,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1208, AbsRel=0.4914, δ1=0.4816"
logs/summary_test/exp12_echodiff_lr5e5_bs32_test.log,log,pre-radial era artifact for exp12,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1208, AbsRel=0.4914, δ1=0.4816"
results/unet_256_soundspaces_BS128_Lr0.001_AdamW_exp190_n2_trms_lr1e3_lsh0.1,result,pre-radial era artifact for exp190,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1231, AbsRel=0.4370, δ1=0.4868"
logs/n2_train/exp190_n2_trms_lr1e3_lsh0.1.log,log,pre-radial era artifact for exp190,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1231, AbsRel=0.4370, δ1=0.4868"
logs/n2_test/exp190_n2_trms_lr1e3_lsh0.1_test.log,log,pre-radial era artifact for exp190,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1231, AbsRel=0.4370, δ1=0.4868"
logs/summary_train/exp06_vit_lr1e4_bs32.log,log,pre-radial era artifact for exp06,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1265, AbsRel=0.4770, δ1=0.4705"
logs/summary_test/exp06_vit_lr1e4_bs32_test.log,log,pre-radial era artifact for exp06,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1265, AbsRel=0.4770, δ1=0.4705"
logs/summary_train/exp15_echodiff_lr1e5_bs32.log,log,pre-radial era artifact for exp15,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1300, AbsRel=0.4708, δ1=0.4728"
logs/summary_test/exp15_echodiff_lr1e5_bs32_test.log,log,pre-radial era artifact for exp15,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1300, AbsRel=0.4708, δ1=0.4728"
logs/summary_train/exp70_echonet_lr2e3_bs16.log,log,pre-radial era artifact for exp70,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1398, AbsRel=0.4782, δ1=0.4343"
logs/summary_test/exp70_echonet_lr2e3_bs16_test.log,log,pre-radial era artifact for exp70,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1398, AbsRel=0.4782, δ1=0.4343"
results/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp177_n3twin_lr1e3_lsh0.3,result,pre-radial era artifact for exp177,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1442, AbsRel=0.5449, δ1=0.4529"
logs/summary_train/exp177_n3twin_lr1e3_lsh0.3.log,log,pre-radial era artifact for exp177,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1442, AbsRel=0.5449, δ1=0.4529"
logs/summary_test/exp177_n3twin_lr1e3_lsh0.3_test.log,log,pre-radial era artifact for exp177,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1442, AbsRel=0.5449, δ1=0.4529"
logs/summary_train/exp59_foav2_lr1e3_dw1.0_fw0.2_hw0.1.log,log,pre-radial era artifact for exp59,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1444, AbsRel=0.5454, δ1=0.4480"
logs/summary_train/exp59_resnet_lr1e4_bs16.log,log,pre-radial era artifact for exp59,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1444, AbsRel=0.5454, δ1=0.4480"
logs/summary_test/exp59_foav2_lr1e3_dw1.0_fw0.2_hw0.1_test.log,log,pre-radial era artifact for exp59,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1444, AbsRel=0.5454, δ1=0.4480"
logs/summary_test/exp59_resnet_lr1e4_bs16_test.log,log,pre-radial era artifact for exp59,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1444, AbsRel=0.5454, δ1=0.4480"
logs/summary_train/exp57_foav2_lr5e4_dw1.0_fw0.1_hw0.1.log,log,pre-radial era artifact for exp57,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1506, AbsRel=0.5341, δ1=0.4697"
logs/summary_train/exp57_resnet_lr5e5_bs32.log,log,pre-radial era artifact for exp57,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1506, AbsRel=0.5341, δ1=0.4697"
logs/summary_test/exp57_foav2_lr5e4_dw1.0_fw0.1_hw0.1_test.log,log,pre-radial era artifact for exp57,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1506, AbsRel=0.5341, δ1=0.4697"
logs/summary_test/exp57_resnet_lr5e5_bs32_test.log,log,pre-radial era artifact for exp57,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1506, AbsRel=0.5341, δ1=0.4697"
checkpoints/pretrained_resnet_soundspaces_BS32_Lr0.0003_AdamW_exp60_resnet_lr3e4_bs32,checkpoint,pre-radial era artifact for exp60,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1515, AbsRel=0.4977, δ1=0.4587"
checkpoints/unet_256_soundspaces_BS32_Lr0.0005_AdamW_exp60_foav2_lr5e4_dw1.0_fw0.2_hw0.2,checkpoint,pre-radial era artifact for exp60,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1515, AbsRel=0.4977, δ1=0.4587"
results/pretrained_resnet_soundspaces_BS32_Lr0.0003_AdamW_exp60_resnet_lr3e4_bs32,result,pre-radial era artifact for exp60,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1515, AbsRel=0.4977, δ1=0.4587"
results/unet_256_soundspaces_BS32_Lr0.0005_AdamW_exp60_foav2_lr5e4_dw1.0_fw0.2_hw0.2,result,pre-radial era artifact for exp60,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1515, AbsRel=0.4977, δ1=0.4587"
logs/summary_train/exp60_foav2_lr5e4_dw1.0_fw0.2_hw0.2.log,log,pre-radial era artifact for exp60,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1515, AbsRel=0.4977, δ1=0.4587"
logs/summary_train/exp60_resnet_lr3e4_bs32.log,log,pre-radial era artifact for exp60,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1515, AbsRel=0.4977, δ1=0.4587"
logs/summary_test/exp60_foav2_lr5e4_dw1.0_fw0.2_hw0.2_test.log,log,pre-radial era artifact for exp60,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1515, AbsRel=0.4977, δ1=0.4587"
logs/summary_test/exp60_resnet_lr3e4_bs32_test.log,log,pre-radial era artifact for exp60,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1515, AbsRel=0.4977, δ1=0.4587"
logs/summary_train/exp56_foav2_lr1e3_dw1.0_fw0.1_hw0.1.log,log,pre-radial era artifact for exp56,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1810, AbsRel=0.5063, δ1=0.4402"
logs/summary_train/exp56_resnet_lr1e4_bs32.log,log,pre-radial era artifact for exp56,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1810, AbsRel=0.5063, δ1=0.4402"
logs/summary_test/exp56_foav2_lr1e3_dw1.0_fw0.1_hw0.1_test.log,log,pre-radial era artifact for exp56,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1810, AbsRel=0.5063, δ1=0.4402"
logs/summary_test/exp56_resnet_lr1e4_bs32_test.log,log,pre-radial era artifact for exp56,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1810, AbsRel=0.5063, δ1=0.4402"
checkpoints/echonet_soundspaces_BS16_Lr0.001_AdamW_exp69_echonet_lr1e3_bs16,checkpoint,pre-radial era artifact for exp69,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1852, AbsRel=0.5718, δ1=0.4039"
results/echonet_soundspaces_BS16_Lr0.001_AdamW_exp69_echonet_lr1e3_bs16,result,pre-radial era artifact for exp69,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1852, AbsRel=0.5718, δ1=0.4039"
logs/summary_test/exp69_echonet_lr1e3_bs16_test.log,log,pre-radial era artifact for exp69,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1852, AbsRel=0.5718, δ1=0.4039"
logs/summary_train/exp09_vit_lr5e4_bs32.log,log,pre-radial era artifact for exp09,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1985, AbsRel=0.5593, δ1=0.4443"
logs/summary_test/exp09_vit_lr5e4_bs32_test.log,log,pre-radial era artifact for exp09,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1985, AbsRel=0.5593, δ1=0.4443"
logs/summary_train/exp58_foav2_lr1e4_dw1.0_fw0.1_hw0.1.log,log,pre-radial era artifact for exp58,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2014, AbsRel=0.4929, δ1=0.4467"
logs/summary_train/exp58_resnet_lr5e4_bs32.log,log,pre-radial era artifact for exp58,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2014, AbsRel=0.4929, δ1=0.4467"
logs/summary_test/exp58_foav2_lr1e4_dw1.0_fw0.1_hw0.1_test.log,log,pre-radial era artifact for exp58,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2014, AbsRel=0.4929, δ1=0.4467"
logs/summary_test/exp58_resnet_lr5e4_bs32_test.log,log,pre-radial era artifact for exp58,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2014, AbsRel=0.4929, δ1=0.4467"
results/unet_256_soundspaces_BS32_Lr0.0005_AdamW_exp176_n3twin_lr5e4_lsh0.1,result,pre-radial era artifact for exp176,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2022, AbsRel=0.5430, δ1=0.4583"
logs/summary_train/exp176_n3twin_lr5e4_lsh0.1.log,log,pre-radial era artifact for exp176,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2022, AbsRel=0.5430, δ1=0.4583"
logs/summary_test/exp176_n3twin_lr5e4_lsh0.1_test.log,log,pre-radial era artifact for exp176,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2022, AbsRel=0.5430, δ1=0.4583"
results/pretrained_vit_foa_soundspaces_BS16_Lr5e-05_AdamW_exp163_pvitfoa_lr5e5_lsh0.5,result,pre-radial era artifact for exp163,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2099, AbsRel=0.5089, δ1=0.4388"
results/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp175_n3twin_lr1e3_lsh0.1,result,pre-radial era artifact for exp175,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2325, AbsRel=0.5477, δ1=0.4514"
logs/summary_train/exp175_n3twin_lr1e3_lsh0.1.log,log,pre-radial era artifact for exp175,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2325, AbsRel=0.5477, δ1=0.4514"
logs/summary_test/exp175_n3twin_lr1e3_lsh0.1_test.log,log,pre-radial era artifact for exp175,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2325, AbsRel=0.5477, δ1=0.4514"
results/unet_256_soundspaces_BS128_Lr0.0005_AdamW_exp182_oracle_nc1_lr5e4_lsh0.1,result,pre-radial era artifact for exp182,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2396, AbsRel=0.5352, δ1=0.4173"
results/unet_256_soundspaces_BS32_Lr0.0005_AdamW_exp182_oracle_nc1_lr5e4_lsh0.1,result,pre-radial era artifact for exp182,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2396, AbsRel=0.5352, δ1=0.4173"
logs/summary_train/exp182_oracle_nc1_lr5e4_lsh0.1.log,log,pre-radial era artifact for exp182,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2396, AbsRel=0.5352, δ1=0.4173"
logs/summary_test/exp182_oracle_nc1_lr5e4_lsh0.1_test.log,log,pre-radial era artifact for exp182,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2396, AbsRel=0.5352, δ1=0.4173"
results/unet_256_soundspaces_BS128_Lr0.001_AdamW_exp183_oracle_nc1_lr1e3_lsh0.3,result,pre-radial era artifact for exp183,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2596, AbsRel=0.5500, δ1=0.4152"
logs/summary_train/exp183_oracle_nc1_lr1e3_lsh0.3.log,log,pre-radial era artifact for exp183,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2596, AbsRel=0.5500, δ1=0.4152"
logs/summary_test/exp183_oracle_nc1_lr1e3_lsh0.3_test.log,log,pre-radial era artifact for exp183,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2596, AbsRel=0.5500, δ1=0.4152"
results/unet_256_soundspaces_BS128_Lr0.001_AdamW_exp181_oracle_nc1_lr1e3_lsh0.1,result,pre-radial era artifact for exp181,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2620, AbsRel=0.5152, δ1=0.4103"
results/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp181_oracle_nc1_lr1e3_lsh0.1,result,pre-radial era artifact for exp181,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2620, AbsRel=0.5152, δ1=0.4103"
logs/summary_train/exp181_oracle_nc1_lr1e3_lsh0.1.log,log,pre-radial era artifact for exp181,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2620, AbsRel=0.5152, δ1=0.4103"
logs/summary_test/exp181_oracle_nc1_lr1e3_lsh0.1_test.log,log,pre-radial era artifact for exp181,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2620, AbsRel=0.5152, δ1=0.4103"
logs/summary_test/exp68_echonet_lr1e4_bs16_test.log,log,pre-radial era artifact for exp68,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.5988, AbsRel=0.6347, δ1=0.1621"
logs/summary_test/exp67_echonet_lr5e4_bs16_test.log,log,pre-radial era artifact for exp67,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.7018, AbsRel=1.0335, δ1=0.2152"
checkpoints/unet_256_soundspaces_BS16_Lr0.0005_AdamW_exp350_baseline_lr5e4_bs16,checkpoint,pre-radial era artifact for exp350,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2337, AbsRel=0.4486, δ1=0.4952, δ2=0.7116, δ3=0.8329, …"
checkpoints/unet_256_soundspaces_BS16_Lr0.001_AdamW_exp350_baseline_lr1e3_bs16,checkpoint,pre-radial era artifact for exp350,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2337, AbsRel=0.4486, δ1=0.4952, δ2=0.7116, δ3=0.8329, …"
checkpoints/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp350_baseline_lr1e3_bs32,checkpoint,pre-radial era artifact for exp350,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2337, AbsRel=0.4486, δ1=0.4952, δ2=0.7116, δ3=0.8329, …"
results/unet_256_soundspaces_BS16_Lr0.0005_AdamW_exp350_baseline_lr5e4_bs16,result,pre-radial era artifact for exp350,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2337, AbsRel=0.4486, δ1=0.4952, δ2=0.7116, δ3=0.8329, …"
results/unet_256_soundspaces_BS16_Lr0.001_AdamW_exp350_baseline_lr1e3_bs16,result,pre-radial era artifact for exp350,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2337, AbsRel=0.4486, δ1=0.4952, δ2=0.7116, δ3=0.8329, …"
results/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp350_baseline_lr1e3_bs32,result,pre-radial era artifact for exp350,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2337, AbsRel=0.4486, δ1=0.4952, δ2=0.7116, δ3=0.8329, …"
logs/n3_revisit_train/exp350_baseline_lr5e4_bs16.log,log,pre-radial era artifact for exp350,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2337, AbsRel=0.4486, δ1=0.4952, δ2=0.7116, δ3=0.8329, …"
logs/n2_revisit_test/exp350_baseline_lr1e3_bs32_test.log,log,pre-radial era artifact for exp350,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2337, AbsRel=0.4486, δ1=0.4952, δ2=0.7116, δ3=0.8329, …"
checkpoints/unet_256_soundspaces_BS16_Lr0.0005_AdamW_exp351_baseline_lr5e4_bs16,checkpoint,pre-radial era artifact for exp351,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2386, AbsRel=0.4573, δ1=0.4992, δ2=0.7108, δ3=0.8310, …"
checkpoints/unet_256_soundspaces_BS16_Lr0.001_AdamW_exp351_baseline_lr1e3_bs16,checkpoint,pre-radial era artifact for exp351,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2386, AbsRel=0.4573, δ1=0.4992, δ2=0.7108, δ3=0.8310, …"
checkpoints/unet_256_soundspaces_BS32_Lr0.0005_AdamW_exp351_baseline_lr5e4_bs32,checkpoint,pre-radial era artifact for exp351,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2386, AbsRel=0.4573, δ1=0.4992, δ2=0.7108, δ3=0.8310, …"
checkpoints/unet_256_soundspaces_BS32_Lr0.0005_AdamW_exp351_foav2_lr5e4_dw1.0_fw0.2_hw0.2,checkpoint,pre-radial era artifact for exp351,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2386, AbsRel=0.4573, δ1=0.4992, δ2=0.7108, δ3=0.8310, …"
results/unet_256_soundspaces_BS16_Lr0.0005_AdamW_exp351_baseline_lr5e4_bs16,result,pre-radial era artifact for exp351,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2386, AbsRel=0.4573, δ1=0.4992, δ2=0.7108, δ3=0.8310, …"
results/unet_256_soundspaces_BS16_Lr0.001_AdamW_exp351_baseline_lr1e3_bs16,result,pre-radial era artifact for exp351,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2386, AbsRel=0.4573, δ1=0.4992, δ2=0.7108, δ3=0.8310, …"
results/unet_256_soundspaces_BS32_Lr0.0005_AdamW_exp351_baseline_lr5e4_bs32,result,pre-radial era artifact for exp351,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2386, AbsRel=0.4573, δ1=0.4992, δ2=0.7108, δ3=0.8310, …"
results/unet_256_soundspaces_BS32_Lr0.0005_AdamW_exp351_foav2_lr5e4_dw1.0_fw0.2_hw0.2,result,pre-radial era artifact for exp351,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2386, AbsRel=0.4573, δ1=0.4992, δ2=0.7108, δ3=0.8310, …"
logs/n3_revisit_train/exp351_foav2_lr5e4_dw1.0_fw0.2_hw0.2.log,log,pre-radial era artifact for exp351,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2386, AbsRel=0.4573, δ1=0.4992, δ2=0.7108, δ3=0.8310, …"
logs/n3_revisit_train/exp351_resnet_lr3e4_bs32.log,log,pre-radial era artifact for exp351,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2386, AbsRel=0.4573, δ1=0.4992, δ2=0.7108, δ3=0.8310, …"
logs/n2_revisit_test/exp351_baseline_lr5e4_bs32_test.log,log,pre-radial era artifact for exp351,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2386, AbsRel=0.4573, δ1=0.4992, δ2=0.7108, δ3=0.8310, …"
checkpoints/pretrained_resnet_soundspaces_BS32_Lr0.0003_AdamW_exp352_resnet_lr3e4_bs32,checkpoint,pre-radial era artifact for exp352,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2326, AbsRel=0.4703, δ1=0.4992, δ2=0.7099, δ3=0.8276, …"
checkpoints/unet_256_soundspaces_BS16_Lr0.0001_AdamW_exp352_baseline_lr1e4_bs16,checkpoint,pre-radial era artifact for exp352,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2326, AbsRel=0.4703, δ1=0.4992, δ2=0.7099, δ3=0.8276, …"
checkpoints/unet_256_soundspaces_BS32_Lr0.0001_AdamW_exp352_baseline_lr1e4_bs32,checkpoint,pre-radial era artifact for exp352,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2326, AbsRel=0.4703, δ1=0.4992, δ2=0.7099, δ3=0.8276, …"
results/pretrained_resnet_soundspaces_BS32_Lr0.0003_AdamW_exp352_resnet_lr3e4_bs32,result,pre-radial era artifact for exp352,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2326, AbsRel=0.4703, δ1=0.4992, δ2=0.7099, δ3=0.8276, …"
results/unet_256_soundspaces_BS16_Lr0.0001_AdamW_exp352_baseline_lr1e4_bs16,result,pre-radial era artifact for exp352,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2326, AbsRel=0.4703, δ1=0.4992, δ2=0.7099, δ3=0.8276, …"
results/unet_256_soundspaces_BS32_Lr0.0001_AdamW_exp352_baseline_lr1e4_bs32,result,pre-radial era artifact for exp352,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2326, AbsRel=0.4703, δ1=0.4992, δ2=0.7099, δ3=0.8276, …"
logs/n3_revisit_train/exp352_resnet_lr3e4_bs32.log,log,pre-radial era artifact for exp352,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2326, AbsRel=0.4703, δ1=0.4992, δ2=0.7099, δ3=0.8276, …"
logs/n3_revisit_train/exp352_vit_lr1e4_bs8.log,log,pre-radial era artifact for exp352,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2326, AbsRel=0.4703, δ1=0.4992, δ2=0.7099, δ3=0.8276, …"
logs/n2_revisit_test/exp352_baseline_lr1e4_bs32_test.log,log,pre-radial era artifact for exp352,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2326, AbsRel=0.4703, δ1=0.4992, δ2=0.7099, δ3=0.8276, …"
checkpoints/pretrained_vit_soundspaces_BS8_Lr0.0001_AdamW_exp353_vit_lr1e4_bs8,checkpoint,pre-radial era artifact for exp353,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2319, AbsRel=0.4666, δ1=0.4972, δ2=0.7103, δ3=0.8301, …"
checkpoints/unet_256_soundspaces_BS16_Lr0.001_AdamW_exp353_baseline_lr1e3_bs16,checkpoint,pre-radial era artifact for exp353,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2319, AbsRel=0.4666, δ1=0.4972, δ2=0.7103, δ3=0.8301, …"
checkpoints/unet_256_soundspaces_BS32_Lr0.0005_AdamW_exp353_baseline_lr5e4_bs32,checkpoint,pre-radial era artifact for exp353,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2319, AbsRel=0.4666, δ1=0.4972, δ2=0.7103, δ3=0.8301, …"
checkpoints/unet_256_soundspaces_BS8_Lr0.001_AdamW_exp353_baseline_lr1e3_bs8,checkpoint,pre-radial era artifact for exp353,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2319, AbsRel=0.4666, δ1=0.4972, δ2=0.7103, δ3=0.8301, …"
results/pretrained_vit_soundspaces_BS8_Lr0.0001_AdamW_exp353_vit_lr1e4_bs8,result,pre-radial era artifact for exp353,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2319, AbsRel=0.4666, δ1=0.4972, δ2=0.7103, δ3=0.8301, …"
results/unet_256_soundspaces_BS16_Lr0.001_AdamW_exp353_baseline_lr1e3_bs16,result,pre-radial era artifact for exp353,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2319, AbsRel=0.4666, δ1=0.4972, δ2=0.7103, δ3=0.8301, …"
results/unet_256_soundspaces_BS32_Lr0.0005_AdamW_exp353_baseline_lr5e4_bs32,result,pre-radial era artifact for exp353,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2319, AbsRel=0.4666, δ1=0.4972, δ2=0.7103, δ3=0.8301, …"
results/unet_256_soundspaces_BS8_Lr0.001_AdamW_exp353_baseline_lr1e3_bs8,result,pre-radial era artifact for exp353,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2319, AbsRel=0.4666, δ1=0.4972, δ2=0.7103, δ3=0.8301, …"
logs/n3_revisit_train/exp353_vit_lr1e4_bs8.log,log,pre-radial era artifact for exp353,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2319, AbsRel=0.4666, δ1=0.4972, δ2=0.7103, δ3=0.8301, …"
logs/n3_revisit_train/exp353_echonet_lr1e3_bs16.log,log,pre-radial era artifact for exp353,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2319, AbsRel=0.4666, δ1=0.4972, δ2=0.7103, δ3=0.8301, …"
logs/n2_revisit_test/exp353_baseline_lr1e3_bs16_test.log,log,pre-radial era artifact for exp353,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2319, AbsRel=0.4666, δ1=0.4972, δ2=0.7103, δ3=0.8301, …"
checkpoints/unet_256_soundspaces_BS16_Lr0.0005_AdamW_exp354_baseline_lr5e4_bs16,checkpoint,pre-radial era artifact for exp354,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2117, AbsRel=0.4676, δ1=0.4988, δ2=0.7125, δ3=0.8329, …"
